Year,Player,MIN,PTS,FGM,FGA,FTM,FTA,TOV,Is_All_Star
2011,Kevin Durant,38.9,27.7,9.1,19.7,7.6,8.7,2.8,All Star
2011,Carmelo Anthony,35.7,25.6,8.9,19.5,6.6,7.9,2.7,All Star
2011,Kobe Bryant,33.9,25.3,9,20,5.9,7.1,3,All Star
2011,Derrick Rose,37.4,25,8.8,19.7,5.9,6.9,3.4,All Star
2011,Monta Ellis,40.3,24.1,9.1,20.1,4.3,5.4,3.2,Regular
2011,Kevin Martin,32.5,23.5,6.9,15.8,7.4,8.4,2.3,Regular
2011,Dirk Nowitzki,34.3,23,8.4,16.2,5.4,6.1,1.9,All Star
2011,Russell Westbrook,34.7,21.9,7.5,17,6.5,7.7,3.9,All Star
2011,LaMarcus Aldridge,39.6,21.8,8.7,17.5,4.3,5.5,1.9,All Star
2011,Danny Granger,35,20.5,6.8,15.9,5,5.9,2.6,Regular
2011,Brook Lopez,35.2,20.4,7.9,16,4.7,6,2.1,Regular
2011,Kevin Love,35.8,20.2,6.6,14.1,5.8,6.8,2.1,All Star
2011,Zach Randolph,36.3,20.1,8,15.8,4,5.3,2,Regular
2011,Michael Beasley,32.3,19.2,7.7,17.1,3,4,2.7,Regular
2011,Paul Pierce,34.7,18.9,6.3,12.8,4.8,5.6,2.1,All Star
2011,David West,35,18.9,7.5,14.9,3.8,4.7,2,Regular
2011,Pau Gasol,37,18.8,7.2,13.7,4.3,5.2,1.7,Regular
2011,Al Jefferson,35.9,18.6,8,16.1,2.7,3.5,1.3,Regular
2011,Stephen Curry,33.6,18.6,6.8,14.2,2.9,3.1,3.1,Regular
2011,Luis Scola,32.6,18.3,7.7,15.3,2.9,3.9,2,Regular
2011,Tony Parker,32.4,17.5,7.1,13.7,3,3.9,2.6,All Star
2011,Luol Deng,39.1,17.4,6.5,14.1,3.1,4.1,1.9,All Star
2011,Manu Ginobili,30.3,17.4,5.5,12.7,4.5,5.1,2.2,Regular
2011,DeMar DeRozan,34.8,17.2,6.6,14.1,4,4.9,1.8,Regular
2011,Chauncey Billups,32.1,16.8,4.7,11,5.3,5.8,2.5,Regular
2011,Josh Smith,34.4,16.5,6.5,13.5,3,4.1,2.6,Regular
2011,Ray Allen,36.1,16.5,6,12.2,2.4,2.7,1.5,Regular
2011,David Lee,36.1,16.5,6.8,13.4,2.9,3.7,2.3,Regular
2011,Dorell Wright,38.4,16.4,5.9,14,2.2,2.8,1.6,Regular
2011,Wesley Matthews,33.6,15.9,5.4,11.9,3.2,3.8,1.7,Regular
2011,Chris Paul,36,15.9,5.4,11.6,4.2,4.8,2.2,All Star
2011,Jason Terry,31.3,15.8,6,13.3,2.2,2.6,2,Regular
2011,Gerald Wallace,37.9,15.7,5.4,12,3.9,5.3,2.1,Regular
2011,Jason Richardson,33.9,15.6,5.9,13.2,1.5,2,1.2,Regular
2011,Raymond Felton,36.5,15.5,5.7,13.4,2.6,3.2,2.9,Regular
2011,Al Horford,35.1,15.3,6.7,12,1.9,2.4,1.5,Regular
2011,Wilson Chandler,33.3,15.3,6,13.2,1.8,2.2,1.4,Regular
2011,Kevin Garnett,31.3,14.9,6.1,11.6,2.6,3.1,1.6,Regular
2011,Steve Nash,33.3,14.7,5.3,10.8,3,3.3,3.5,All Star
2011,Nene,30.5,14.5,5.4,8.7,3.8,5.4,1.8,Regular
2011,Lamar Odom,32.2,14.4,5.8,10.9,2,3,1.7,Regular
2011,D.J. Augustin,33.6,14.4,4.9,11.7,3.3,3.6,1.9,Regular
2011,Jamal Crawford,30.2,14.2,4.8,11.5,2.9,3.4,1.9,Regular
2011,Tayshaun Prince,32.8,14.1,6.1,12.8,1.5,2.2,1.1,Regular
2011,John Salmons,35,14,5.1,12.3,2.7,3.3,1.9,Regular
2011,Vince Carter,28.1,14,5.3,12.2,1.8,2.4,1.2,Regular
2011,Jrue Holiday,35.4,14,5.4,12.2,2.1,2.5,2.7,Regular
2011,JJ Hickson,28.2,13.8,5.4,11.7,3.1,4.6,2.2,Regular
2011,Lou Williams,23.3,13.7,4.3,10.6,3.9,4.7,1.4,Regular
2011,Kyle Lowry,34.2,13.5,4.6,10.8,2.6,3.3,2.1,Regular
2011,Tim Duncan,28.4,13.4,5.5,11,2.4,3.4,1.6,Regular
2011,Jeff Green,32.4,13.3,4.9,10.9,2.6,3.3,1.3,Regular
2011,Grant Hill,30.1,13.2,5,10.3,2.7,3.2,1.7,Regular
2011,Darren Collison,29.9,13.2,5,11,2.6,2.9,2.5,Regular
2011,Jameer Nelson,30.5,13.1,4.9,11,1.7,2.1,2.6,Regular
2011,CJ Miles,25.2,12.8,4.7,11.5,2,2.5,1.2,Regular
2011,Marcus Thornton,24.3,12.8,4.8,11.1,2,2.5,1.3,Regular
2011,Thaddeus Young,26,12.7,5.6,10.3,1.5,2.1,1.2,Regular
2011,Andre Miller,32.7,12.7,4.8,10.4,3.1,3.6,2.4,Regular
2011,Channing Frye,33,12.7,4.6,10.8,1.2,1.4,0.9,Regular
2011,Roy Hibbert,27.7,12.7,5.1,11,2.5,3.4,2.3,All Star
2011,Shawn Marion,28.2,12.5,5.4,10.4,1.6,2.1,1.6,Regular
2011,Nicolas Batum,31.5,12.4,4.6,10.1,1.7,2.1,1,Regular
2011,JR Smith,24.9,12.3,4.3,9.9,2.1,2.8,1.3,Regular
2011,James Harden,26.7,12.2,3.6,8.3,3.5,4.2,1.3,Regular
2011,Carl Landry,26.4,11.9,4.5,9,2.8,3.8,1.4,Regular
2011,Marc Gasol,31.9,11.7,4.5,8.5,2.7,3.6,1.8,All Star
2011,Glen Davis,29.5,11.7,4.6,10.3,2.5,3.4,1.1,Regular
2011,O.J. Mayo,26.3,11.3,4.3,10.5,1.4,1.8,1.4,Regular
2011,Boris Diaw,33.9,11.3,4.6,9.4,1,1.5,2,Regular
2011,Brandon Bass,26.1,11.2,4.4,8.5,2.5,3.1,1.3,Regular
2011,Ben Gordon,26,11.2,4.1,9.4,1.7,2,1.7,Regular
2011,Richard Jefferson,30.4,11,3.8,7.9,1.8,2.4,1.1,Regular
2011,Tyler Hansbrough,21.9,11,4.1,8.8,2.8,3.6,1.1,Regular
2011,Hedo Turkoglu,31.4,10.8,4,8.9,1.3,1.9,1.6,Regular
2011,Gilbert Arenas,25.7,10.8,3.8,10.5,1.7,2.2,2.5,Regular
2011,Al Harrington,22.8,10.5,3.8,9.2,1.2,1.6,1.5,Regular
2011,Jodie Meeks,27.9,10.5,3.3,7.7,2.1,2.3,0.8,Regular
2011,Marco Belinelli,24.5,10.5,3.8,8.6,1.2,1.6,1,Regular
2011,Kirk Hinrich,30,10.2,3.9,8.7,1.5,1.8,1.7,Regular
2011,Marcin Gortat,25.4,10.2,4.2,7.5,1.8,2.4,1,Regular
2011,Tyson Chandler,27.8,10.1,3.6,5.5,2.9,4,1.2,Regular
2011,JaVale McGee,27.8,10.1,4.2,7.6,1.7,2.9,1.3,Regular
2011,Serge Ibaka,27,9.9,4.1,7.5,1.7,2.2,0.9,Regular
2011,Gary Neal,21.1,9.8,3.6,7.9,1.1,1.3,1,Regular
2011,Jordan Farmar,24.6,9.6,3.5,8.9,1.1,1.4,1.9,Regular
2011,Amir Johnson,25.7,9.6,3.9,6.9,1.8,2.2,1,Regular
2011,J.J. Barea,20.6,9.5,3.5,8,1.6,1.9,1.7,Regular
2011,Greg Monroe,27.8,9.4,3.8,6.9,1.8,2.9,1,Regular
2011,Reggie Williams,20.3,9.2,3.4,7.2,1.3,1.7,0.7,Regular
2011,Jerryd Bayless,21.1,9.2,3.1,7.3,2.3,2.9,1.8,Regular
2011,Darrell Arthur,20.1,9.1,3.9,7.8,1.4,1.7,1.1,Regular
2011,Wesley Johnson,26.2,9,3.4,8.6,0.8,1.2,1.2,Regular
2011,Tony Allen,20.8,8.9,3.5,6.8,1.9,2.5,1.2,Regular
2011,Jarrett Jack,20.7,8.9,3.1,7.7,2.2,2.6,1.3,Regular
2011,Jason Thompson,23.3,8.8,3.6,7.1,1.6,2.7,1.3,Regular
2011,Shannon Brown,19.1,8.7,3.3,7.8,1.1,1.2,0.9,Regular
2011,Mike Bibby,28.6,8.6,3.1,7.2,0.5,0.8,1.3,Regular
2011,Rudy Fernandez,23.3,8.6,2.7,7.4,1.6,1.9,1.1,Regular
2011,Metta World Peace,29.4,8.5,3.2,8,1.1,1.7,1.1,Regular
2011,Hakim Warrick,17.7,8.4,2.9,5.6,2.7,3.7,1,Regular
2011,Anthony Parker,29,8.3,3.1,7.7,1,1.3,1.1,Regular
2011,DeJuan Blair,21.4,8.3,3.6,7.2,1.1,1.7,1.4,Regular
2011,Kyle Korver,20.1,8.3,3,6.8,0.9,1.1,0.7,Regular
2011,Courtney Lee,21.3,8.3,3.1,7.1,1.2,1.5,0.8,Regular
2011,Nenad Krstic,22.1,8.1,3.3,6.4,1.6,2.1,0.8,Regular
2011,Samuel Dalembert,24.2,8.1,3.4,7.1,1.4,1.9,1.7,Regular
2011,Tracy McGrady,23.4,8,3.2,7.1,1.3,1.8,1.4,Regular
2011,Jason Kidd,33.2,7.9,2.7,7.5,0.8,1,2.2,Regular
2011,Shane Battier,29,7.6,2.8,6.2,0.8,1.1,1,Regular
2011,Goran Dragic,17.6,7.5,2.7,6.3,1.2,1.9,1.7,Regular
2011,Austin Daye,20.1,7.5,2.7,6.5,1.1,1.5,0.8,Regular
2011,Al Thornton,19.5,7.4,2.9,6.1,1.5,2,0.9,Regular
2011,Sam Young,20.2,7.3,3,6.3,1.1,1.5,0.8,Regular
2011,Evan Turner,23,7.2,2.9,6.8,1.3,1.6,1,Regular
2011,Spencer Hawes,21.2,7.2,3.3,7,0.6,1.1,1.2,Regular
2011,Nazr Mohammed,17.1,7.1,3.1,6,0.9,1.5,0.9,Regular
2011,DeAndre Jordan,25.6,7.1,2.9,4.3,1.2,2.7,1.3,Regular
2011,Derrick Favors,19.7,6.8,2.8,5.3,1.3,2.2,1,Regular
2011,Eric Bledsoe,22.7,6.7,2.5,6,1.2,1.6,2.4,Regular
2011,Luc Mbah a Moute,26.5,6.7,2.5,5.4,1.7,2.4,1,Regular
2011,Shaun Livingston,17.3,6.6,2.5,5.4,1.5,1.7,1.2,Regular
2011,Mario Chalmers,22.6,6.4,2.2,5.5,0.8,0.9,1.3,Regular
2011,Maurice Evans,21.2,6.3,2.4,5.8,0.7,0.8,0.5,Regular
2011,Ronnie Brewer,22,6.2,2.5,5.3,1.1,1.6,0.7,Regular
2011,Dante Cunningham,21,6.2,2.8,6.1,0.6,0.8,0.7,Regular
2011,James Jones,19.1,5.9,1.8,4.3,0.7,0.9,0.3,Regular
2011,Ryan Hollins,16.9,5.3,1.9,3.1,1.6,2.3,1,Regular
2011,DeShawn Stevenson,16.1,5.3,1.8,4.6,0.5,0.6,0.6,Regular
2011,Jeff Teague,13.8,5.2,1.9,4.3,1.1,1.4,0.9,Regular
2011,Thabo Sefolosha,25.9,5.1,2,4.2,0.7,1,0.7,Regular
2011,Vladimir Radmanovic,15.8,5.1,1.9,4.3,0.4,0.5,0.8,Regular
2011,C.J. Watson,13.3,4.9,1.8,4.8,0.8,1.1,0.9,Regular
2011,Nick Collison,21.5,4.6,1.9,3.4,0.8,1,0.8,Regular
2011,Zaza Pachulia,15.7,4.4,1.4,2.9,1.7,2.3,0.9,Regular
2011,Keith Bogans,17.8,4.4,1.5,3.7,0.3,0.4,0.5,Regular
2011,Jason Smith,14.3,4.3,1.8,4,0.8,0.9,0.7,Regular
2011,Earl Watson,19.6,4.3,1.6,3.8,0.7,1,1.5,Regular
2011,Johan Petro,11.6,3.5,1.7,3.8,0.2,0.4,0.6,Regular
2011,Joel Anthony,19.5,2,0.7,1.3,0.6,1,0.5,Regular
2012,Kevin Durant,38.6,28,9.7,19.7,6.5,7.6,3.8,All Star
2012,LeBron James,37.5,27.1,10,18.9,6.2,8.1,3.4,All Star
2012,Kevin Love,39,26,8.6,19.3,6.9,8.4,2.3,Regular
2012,Russell Westbrook,35.3,23.6,8.8,19.2,5.2,6.3,3.6,All Star
2012,Carmelo Anthony,34.1,22.6,8,18.6,5.4,6.7,2.6,All Star
2012,Dirk Nowitzki,33.5,21.6,7.6,16.7,5.1,5.7,1.9,Regular
2012,Deron Williams,36.3,21,7.1,17.5,4.7,5.5,4,Regular
2012,Blake Griffin,36.2,20.7,8.5,15.5,3.7,7.1,2.3,All Star
2012,Monta Ellis,36.6,20.4,7.8,17.9,3.8,4.7,3.1,Regular
2012,David Lee,37.2,20.1,8.1,16.2,3.8,4.9,2.6,All Star
2012,Chris Paul,36.4,19.8,7.1,14.8,4.3,5,2.1,All Star
2012,Al Jefferson,34,19.2,8.5,17.2,2.2,2.9,1,Regular
2012,Brandon Jennings,35.3,19.1,7.1,17,2.9,3.6,2.2,Regular
2012,Rudy Gay,37.3,19,7.5,16.4,3.2,4,2.5,Regular
2012,Josh Smith,35.3,18.8,7.6,16.7,3.1,4.9,2.5,Regular
2012,Andrew Bynum,35.2,18.7,7.4,13.3,3.9,5.6,2.5,Regular
2012,Danny Granger,33.3,18.7,6.3,15.2,4.1,4.7,1.8,Regular
2012,Tony Parker,32.1,18.3,7.1,14.8,3.8,4.7,2.6,All Star
2012,DeMarcus Cousins,30.5,18.1,7,15.6,4.1,5.8,2.7,Regular
2012,Chris Bosh,35.2,18,6.9,14.2,4,4.9,2.1,All Star
2012,Pau Gasol,37.4,17.4,7.1,14.1,3.1,4,2.2,Regular
2012,Antawn Jamison,33.1,17.2,6.5,16.1,2.8,4.2,1.4,Regular
2012,DeMar DeRozan,35,16.7,6,14.3,4.3,5.3,2,Regular
2012,Paul Millsap,32.8,16.6,6.7,13.5,3.2,4,1.8,Regular
2012,Tyreke Evans,34.3,16.5,6.5,14.3,3.2,4.1,2.7,Regular
2012,Ty Lawson,34.8,16.4,6.1,12.6,2.9,3.5,2.4,Regular
2012,John Wall,36.2,16.3,5.7,13.5,4.8,6.1,3.9,Regular
2012,Ryan Anderson,32.2,16.1,5.4,12.4,2.5,2.8,0.9,Regular
2012,Luis Scola,31.3,15.5,6.6,13.5,2.3,3,2.3,Regular
2012,Arron Afflalo,33.6,15.2,5.3,11.3,3.2,4,1.4,Regular
2012,Jason Terry,31.7,15.1,5.7,13.2,1.6,1.8,2,Regular
2012,Lou Williams,26.3,14.9,5,12.2,3.7,4.6,1.1,Regular
2012,Jordan Crawford,27.4,14.7,5.5,13.6,2.5,3.2,2.2,Regular
2012,Marc Gasol,36.5,14.6,5.5,11.4,3.6,4.9,1.9,Regular
2012,Jamal Crawford,26.9,14,4.7,12.3,3.2,3.4,1.9,Regular
2012,Nicolas Batum,30.4,13.9,4.9,10.9,2.3,2.7,1.5,Regular
2012,Kris Humphries,34.9,13.8,5.2,10.8,3.4,4.5,1.9,Regular
2012,Jrue Holiday,33.8,13.5,5.5,12.8,1.4,1.8,2.1,All Star
2012,Ersan Ilyasova,27.6,13,4.9,10,2.4,3.1,1.3,Regular
2012,Brandon Knight,32.3,12.8,4.8,11.7,1.6,2.1,2.6,Regular
2012,Roy Hibbert,29.8,12.8,5.1,10.3,2.6,3.7,2,Regular
2012,Thaddeus Young,27.9,12.8,5.5,10.9,1.8,2.3,0.9,Regular
2012,David West,29.2,12.8,5.3,10.8,2.2,2.7,1.4,Regular
2012,Jared Dudley,31.1,12.7,4.8,9.9,1.8,2.5,1.1,Regular
2012,O.J. Mayo,26.8,12.6,4.5,11.2,2,2.6,1.9,Regular
2012,Klay Thompson,24.4,12.5,4.8,10.9,1.2,1.4,1.6,Regular
2012,Brandon Bass,31.7,12.5,5.1,10.7,2.2,2.8,1.1,Regular
2012,Steve Nash,31.6,12.5,4.8,9,2,2.3,3.7,Regular
2012,Paul George,29.7,12.1,4.3,9.7,2.2,2.8,1.8,All Star
2012,Anthony Morrow,26.4,12,4.4,10.6,1.6,1.7,1.1,Regular
2012,Caron Butler,29.7,12,4.6,11.2,1.4,1.7,1.2,Regular
2012,Jameer Nelson,29.9,11.9,4.5,10.6,1.2,1.5,2.4,Regular
2012,Marco Belinelli,29.8,11.8,4.3,10.4,1.5,2,1,Regular
2012,JJ Redick,27.2,11.6,3.8,9,2.2,2.4,1,Regular
2012,Isaiah Thomas,25.5,11.5,3.9,8.8,2.4,2.8,1.6,Regular
2012,Raymond Felton,31.8,11.4,4.4,10.7,1.7,2.1,2.8,Regular
2012,Courtney Lee,30.3,11.4,4.3,10,1.2,1.5,1.1,Regular
2012,Devin Harris,27.6,11.3,3.8,8.6,2.5,3.3,1.9,Regular
